account_id,entity_id,bank_code,account_number,program_id,available_balance_minor,balance_as_of
11458d61-ddd7-4656-acad-0e1f2b45707e,84333611-5e86-4124-bf23-8c30c502ecc4,HDFC,3350432146325949,46,0,
1230e7a7-84a0-4390-b7c6-7c910218b432,166ed05b-735f-4d77-9222-c5dbdbd5d7fe,SBIN,5753695095522116,4,149605688,
1237b709-5e98-42e7-b33c-5ad1587c55db,0988fe5b-190f-4d4f-a9af-901e35ad7d5f,HDFC,1157873441884840,4,68052838,
12a90233-3e88-4dd3-8635-498aecbc1068,8ab97360-b809-4571-b0e1-b6043b895d22,HDFC,6006436027871469,21,412940640,
132b27a9-a5eb-4501-adeb-cecc76a9f5ae,177f5129-5b3e-494e-98b7-2cced84ed927,ICIC,8468177577227271,21,499188287,
13a5e2ac-f3c8-42f5-851f-4d86b5edf6ed,fd14dfa0-e883-48e7-a1a9-b5886aedce00,UBIN,8779048269936471,21,957566314,
13d84471-b477-4a16-ba57-eb559e7dbf1d,9bf69000-bd34-4fa0-8734-2855074b48b9,HDFC,6086002558765480,21,526012002,
141729f0-46f3-4782-b892-5d2c0566b785,f6b5b6fc-80f2-4b94-981f-059a50ef6a31,ICIC,2034300201909542,4,67041793,
14221eaf-283e-4340-abc4-dd08b2941107,c49facb9-8723-4c45-a468-5609cfd23c3a,AUBL,6666153145083455,21,242215366,
142318ca-d10b-4409-83f2-2a78ea0d5506,3ad91970-3162-4322-a3b1-330f98b1b7cb,ICIC,1508608030378686,46,528320789,
144dd172-1b73-483d-a4c0-fd61f3103aaf,6e303a6d-7eb0-4971-88ef-41ff69a48fce,UBIN,330010123808924,4,779453258,
1453b29e-e6ca-41cd-929c-11c0c4d40949,97eea367-e153-4a37-b7c8-87bb742a9980,HDFC,2104661947358052,4,671533908,
14d4cf27-e481-45c3-90cd-13803d10fa4f,58c47863-0d80-45c4-b193-4da464635cbd,ICIC,8727239212885704,21,51469558,
1513f5f8-40af-4aae-abdd-e84486ca717d,865b1ae1-186a-48cd-b849-fcfccfb97288,HDFC,3957265074443797,21,304689207,
1537abc6-144a-4cf5-8351-a0cd7aa96437,c3940fa9-2ead-4bad-811e-bd91a071dc93,HDFC,1252130573075833,46,-1259702,
15414e98-4e08-48f6-a0e7-c5b4db710597,cde04e2b-e486-495d-8147-ce2a70709d33,UTIB,4338479181731807,21,956106324,
157df818-64a3-4d38-9a2b-5258b2db15fb,284567b8-492f-4361-b4a6-09b17df05641,HDFC,4422065546205887,21,-4014337,
160b95d8-cfc1-4af2-902e-a2d4a17d559c,23aa78e1-870b-4901-a6ae-8c25ef0cb8d8,CNRB,2128161972013902,46,-2427001,
171a2a9f-6e25-4a3a-bf55-2af6f99031fc,54535b9a-6452-48b7-a099-9ba0b7ad26d7,ICIC,9985450907083295,21,-4048748,
172212b3-46e0-4374-ae74-fa2e64d224b0,e5fbfad9-47b2-400a-b290-12e441d52c30,RATN,5180111538541448,4,-4296831,
175029cf-c95c-4914-93db-0bc761c248a7,650f00c7-a225-46e7-9cb2-b53c0358e77c,KKBK,1437441081896737,4,853474195,
1750a513-4836-4476-85e2-fbaf8b7b914b,f062c2c7-da9e-44ae-a7b3-72f14c275826,HDFC,7244387432456648,21,809485080,
1846f2cf-54b4-4716-b984-b51787b72217,33093c8b-dcec-432f-94a7-389e704736f1,HDFC,6671263003390879,4,658018368,
18835fcc-8ea1-41af-90ca-3f78fde83b1f,845ade28-3836-4d44-8e64-8695d33ccf85,HDFC,724729600622691,21,-1433179,
18e1cbaf-269c-4dec-9109-dc860998ee85,9930ade1-890a-442d-b66f-d2d7307a79f7,HDFC,7222193064295012,4,-244256,
193cb1f1-08a6-4b3c-9b9b-488da220c17b,b984cccd-9cee-46ca-9909-91c0f9f08b9d,ICIC,3291572479087690,46,948228587,
1a75f57a-5436-486e-b70b-c4e25b40b980,05a174c1-c36c-44b2-8e4a-4cb75558cb91,KKBK,4389374192865206,21,0,
1a7b8cc5-cb06-4edb-924a-f95f42742f14,141c9010-5b4c-4c64-8aad-c2dada80762f,SBIN,4405582529129381,21,294820657,
1a847de4-879e-4d6e-b84b-0b32dbb35cdd,ca3ef5eb-57cf-4f4c-9e44-a69091c1536d,HDFC,9097029570534063,21,592305516,
1aaf469e-2d49-4387-8efc-d82e3f286544,48c62fe2-df73-4771-88b9-0d2b9abe4dcd,AUBL,8818764937826926,46,-1600105,
1ab9288b-e828-44d7-974c-a97be12e30ae,6592d771-1d6d-4143-8581-361071e678bf,KKBK,6821458464124233,21,0,
1b0595df-e9b0-44af-9cdf-75f228f01bc6,ce77f9e0-8376-44a8-b233-ccf372f80e25,AUBL,6947697230854084,46,399792718,
1b2704be-8b65-4f6e-8cc8-0c661d292fe8,466b7d7b-69b4-4828-9511-a425c800bf13,SBIN,9274888373480472,4,0,
1b27735c-a7ce-41e3-803d-5acf3e7701f6,a4806683-cbfe-41b4-a7e4-e7f7cd37592f,SBIN,7819069012319635,4,975278454,
1b889ac1-ab6f-455e-8f6f-e9fead68faf9,3444e167-1b30-4a87-b3e4-9479460acc58,HDFC,1343811596214228,4,275715302,
1b97ae16-4993-44da-bcf4-055389526faf,e2809fe9-5a76-4861-83cf-d7c434a892ba,KKBK,1686917018810,46,-1141458,
1c286ca0-4ec5-41e8-bfcc-39249465f3e4,febdec06-292d-4f3a-becf-adc07c822d35,HDFC,954940076647832,21,-788153,
1c362a91-1cfb-4717-b7b4-8d1234df913a,d1d66253-39e2-401a-9eba-01911925d89b,ICIC,8496565606904753,4,812690073,
1cee8049-38a6-48af-87c0-85394ec8e7d4,2960ef2e-7228-4024-834b-1f7d24fd309f,TMBL,3164951391114768,4,-1654220,
1d1306d0-7146-471f-aacc-544ee5bea4d3,5c30981b-70ba-4e33-a9bc-6f7be315315d,ICIC,3731415203867620,46,-4036018,
1d98509d-37ac-4507-80ed-714e7ffd0cf5,07ae7b8a-9df7-4101-9748-fc4f91818cbf,HDFC,8399285248548328,21,-1878170,
1daba1fe-78f4-4ee5-85de-7bc5eb2d3115,60372cb4-cb42-47f0-908a-be9a6c8d3b39,UBIN,4956520363407494,46,314554782,
1dcd9b72-6467-4706-a221-bf5b9d6359d7,999d0ea2-288a-45b3-bac2-1e8bc44325f5,SBIN,7692093845782053,4,622557173,
1e335d27-d597-4e85-b697-6a72ea7bd5c9,5a7566f0-e2d0-4499-bb9f-1b22bfd4cf83,ICIC,5997976727462550,4,2851071,
1eb095bd-50d3-4fda-82e9-95f810c685ed,2a6b0f17-fe16-48ba-bcfa-2094df378ee5,UBIN,1949516384799658,21,-639883,
1ed8db63-88de-4955-b6a8-a906043aa7fb,eb1a50c6-46d4-4b97-99ca-9a2536b1c8dd,UTIB,9146697162211259,4,398969803,
1f412935-4f34-450d-bf2a-1595b4520caf,46dba69b-caae-48f0-9b80-ffe7edc0dff1,ICIC,1499396699615753,46,-3092816,
1f709a8d-df24-443c-aa1e-7dcd17464b75,73a47da0-e812-491b-bb22-3fc00e9310dc,UBIN,6365167562527075,4,699430221,
1fa3fa72-ccf2-4954-b861-55b98a6f7aa3,6bdb12aa-7c67-4b1d-a3b6-3f9e7ea5febe,UTIB,7448391533598486,21,191392455,
1fae5217-180e-4540-9335-7f7d77affa16,2750ad96-f434-40b1-92b3-dd69c5e2efe4,HDFC,8101643790596220,21,624811713,
2063c40d-9085-48e6-8998-634d4ca7dc35,cee0a7f5-970f-4ed1-89ca-03011a8c0e84,CNRB,3967260447859669,4,0,
20a1af9d-88e6-41db-a281-c74dd92179b8,b617b91b-ef4f-4c18-a51e-c257e1fcf780,KKBK,3078035558047777,46,282634334,
20f81edb-f06c-475d-a173-5d935f7cacef,f93eda53-ea04-46d7-a7ab-46d6a95287b2,SBIN,6923022192926631,46,-4107918,
22139f87-e764-4c7c-b61a-a0ddfb5a3bce,37e55b02-b86c-4f0b-90e4-9688f3a2119e,HDFC,4737760595995159,46,-353232,
222470a2-34c8-4e40-8918-6e8342d2a014,2960ef2e-7228-4024-834b-1f7d24fd309f,UTIB,1642253119921615,46,270263028,
223a73e5-3355-4a3c-b2e7-df8cbc6e742f,17ebcfbc-9233-4426-84b7-f4c82b585a42,HDFC,1954946277875033,21,536780269,
226b69a7-6163-4725-9afe-7a5f759e47f7,831b2915-127c-47f6-a8bc-ce91b873aa54,SBIN,9258247576615411,21,235886031,
22cfa8f3-ca74-451c-9818-9998fca10cc6,fe4886d5-c7ea-4cde-b6e9-251829f8e256,HDFC,8921918271232088,46,661790796,
22d3b229-fdeb-4531-8988-1a8f710747bb,e71552d5-dfc1-4614-b21b-019be8d75bd4,KKBK,2224542551524855,21,300904409,
236bad49-a67d-45ca-9687-821602731332,ca79b8fc-868b-4776-99c5-f0ad64ae9bc0,HDFC,7420881366890537,21,223032191,
23792ba6-8c06-408a-84eb-130739d06813,37147c66-3dea-48c8-a3a8-4f0639f8018d,UTIB,5954100716111404,21,91979090,
237c6b41-bade-4128-8c76-51395857fa10,7f67c9b6-0f32-469a-8909-b28c928a420f,TMBL,6286759903470356,4,785910377,
23ef3a14-47bf-408d-80fb-658c6b15fa76,ad583945-9115-405c-8ffb-a559a251489c,HDFC,5263085370537675,21,1605736,
2400d15c-7a3d-4ada-84b3-2fca14a38772,31d8ee0b-4c28-4642-ab62-36c59d15d0bd,AUBL,2103943044129034,46,-3408307,
2440573f-8fed-449b-aeb7-8ff0ec743453,bc53c713-7bff-4cf7-8fe8-c2cba61f5933,KKBK,6369174208090817,46,504286483,
244bad78-622c-4462-8ea5-4c70be32d0f9,595ebbc1-5e28-4a5b-b854-e722bffc4645,TMBL,8134139066877428,46,0,
24934eb0-a867-4a59-bf9a-009df2f6187a,595f48e8-4562-4d7b-9b31-7bea3501a165,UBIN,8476586036953512,21,987775762,
24992546-7177-4194-8f9d-89d87fb0f7f6,29be44ed-8b09-4e4f-8720-aa7535c3c213,SBIN,6150275356800883,4,525469946,
249c2b66-cabc-4c3e-9517-6ad4402faa0e,d020d607-e9b4-403d-98d5-f6ef5a852ce8,SBIN,9326142826217980,46,39377368,
24d2fddf-6443-42c2-b87f-18f884489655,1ca17379-510d-492f-b1f7-0ed9c9b40395,ICIC,4340283998181288,21,813653424,
2544bb56-f675-4878-8e7f-fc502d48ecfc,84333611-5e86-4124-bf23-8c30c502ecc4,HDFC,7686239673352467,4,0,
256ad191-70c4-4532-8e0d-9f36f3d60188,6754ccd7-8e63-43cc-a1f3-a7103e13e5b9,UTIB,7990694777765637,46,-3208792,
25c6c2c8-4629-4c00-ab01-acf21fee7ed8,da1f447f-cb1a-453e-8ef4-f1a23cad2971,TMBL,3856028136913776,46,847827942,
26080f9f-a6b8-4212-a98c-0fb6c6d1cf27,cc987716-5799-414a-8354-33e5886ec307,UTIB,9963940876204430,46,164825606,
262b25cb-9359-47ab-964e-f4006828d3e3,37147c66-3dea-48c8-a3a8-4f0639f8018d,SBIN,2280625834974565,21,0,
2647f25e-366c-468b-8e24-278cc2bf0614,3eb8b713-5786-47c0-93f3-5ce6be5462a9,UTIB,4681012943632982,46,0,
26575479-18ff-4877-85f8-ece3da36304b,f9bd490d-6cd0-4fa5-a56f-c086e9730376,HDFC,7305106144582028,21,-2045960,
265a51c1-7788-4b7c-9165-6e18e79bcaa3,9f9ec3cb-08a7-4e53-92e9-9d99c00135a8,HDFC,5103656205017194,46,359871241,
2688dea3-5d21-4e51-9036-dbe093eee17c,84e597d9-38f1-4263-b3ee-97a28c9701cd,CNRB,6289873733830571,46,289509434,
26a1d964-c0a9-44ac-bc52-e537675ad507,9a0e0c55-90a8-4f14-a966-74d81f16e0cd,SBIN,803032302229436,4,698913292,
26b376b0-2e9f-4c72-acaa-d15fabd8be95,bc0ae307-6a8a-45c5-9c7f-8816e73a872e,HDFC,1810030811546193,46,-1095950,
26cb2b75-75c3-4d85-953f-2508e3bfbe6d,3122a68d-9dbf-4ec5-b119-eac3d1ce9b3c,ICIC,1667967486650679,46,995745293,
26e42613-3577-493f-b256-0503008226bb,b3a8e92f-7116-48ea-a78a-70b373e98a63,AUBL,7425814724061455,21,799836194,
26e4492c-424e-49eb-be30-2fe876ad4719,ad904566-ca81-4bba-b672-954f29526612,SBIN,740306943157691,4,206514276,
271b3afd-ded8-4d9e-8064-50d10445fdfc,abc4e103-337b-413b-a938-10683ad9033c,HDFC,8598227766440985,4,975873758,
277e4335-2303-43eb-b143-3a966c7cd19e,dd215e17-ff1b-4784-94c7-31fb47003e31,HDFC,7330244099403027,46,-3747422,
28174451-2e11-4845-8f93-15aea2e47dcd,f24ce58d-2a65-45ef-b3d2-8c0c21863413,TMBL,2650141410113220,46,110161450,
28437a96-7bed-46e3-b94a-58b9f64ee746,2507363a-620e-4990-954b-915482939379,ICIC,3358411089292021,4,47181827,
284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,6bbc22d8-c586-42ef-a819-f8c62d2eda1e,CNRB,836046039366633,4,758281000,
28b730c9-a94f-466c-8eb3-58d1ba039a28,d49ed0c5-c66a-48fe-9065-e24572c70ea8,SBIN,8700131360308413,21,-2386398,
28f4b5b0-25e6-45c9-9f9e-8dba076dc51d,c3940fa9-2ead-4bad-811e-bd91a071dc93,ICIC,8207949592291451,21,66788900,
2930b5b6-2083-49f5-b3ec-c1c25f2239aa,d782b0c8-6ea6-40c2-9445-4ff78a1dfc32,UTIB,4159150676257190,4,71987833,
294f1e50-64d8-4df0-8db3-d196d66f69aa,696ee118-9a1f-44a6-b77a-00dade654474,ICIC,481052107861756,21,842226238,
2994f949-4ed5-4a33-924f-4f25c2c30d98,8dc15296-e656-4cf3-8741-fecf16fd80fb,HDFC,1465601940369438,46,-3768880,
29c7269a-db55-40d6-8921-ce02934e66cc,c0e5747f-61e7-4a37-bfdb-cfc6aa14cdd6,ICIC,3736806420332654,46,999243255,
29cbd8f6-ef34-4eee-b7ff-23dad983c563,9f9ec3cb-08a7-4e53-92e9-9d99c00135a8,HDFC,2089338908515386,46,980112189,
2a5693d5-2818-4c65-b4c9-5ce557f813d8,85c9bea6-8694-4586-8f9c-d62e65caf107,HDFC,6722342511362060,46,469223874,
2a5a706f-ff6b-4463-ad39-0c567efb20f5,869bcc24-1721-421d-be9c-e0ce4406ceab,HDFC,664388712772676,46,641577372,
2a7eaf35-81b4-4d92-81c8-e97bcc39fb1a,e2809fe9-5a76-4861-83cf-d7c434a892ba,ICIC,1911734047764462,4,951344288,
2a7f2b32-0a48-4023-b67b-2c884c342040,77ac05d9-991b-4c92-9556-1f0f0caf4155,HDFC,6822313290315400,4,19786203,
2b01375e-f233-46ea-8964-a4303fc10a78,a012faca-e4d6-4614-abe6-f2453fad933b,UBIN,4496323457358929,4,508316772,
2b0fb783-356f-404c-a978-2c10dcd5354b,21dde28e-5db3-4da0-a498-64bd329d04c2,HDFC,1755101416563319,21,32648173,
2b11957c-6f6b-437c-8fa0-51c43e5653a2,b2955357-a09f-4efa-9202-846c930df7db,UTIB,2918500720538358,46,25264686,
2b16d401-2a65-4476-ab70-0c5e88c47767,e5fbfad9-47b2-400a-b290-12e441d52c30,SBIN,7081926077933187,46,0,
2b3fdc33-83b6-47ef-966a-1feab26b8010,29937b85-0d91-45de-b937-9372d72b093f,UBIN,3226481244302067,46,981059261,
2b445eb8-161f-4ec5-a738-658db663f492,1ae12c53-4bf4-4452-a215-a9a69b07d1a8,UTIB,5809547861026812,4,-888119,
2b4896c5-9f3e-43d2-88c1-e5fee317bdd8,6b1ddf11-7f92-4d38-9306-f6077d956c6b,AUBL,6439300713876687,21,771696444,
2b5a5950-b17b-4b5c-8536-34d00183cd3c,b5f366f7-5ec3-456f-9ecb-98b2cdcb2512,UTIB,5673765477087246,21,0,
2b877d27-3ccb-4c14-bead-32c91d1304fb,0bd2fb54-12a3-4ed9-8d1f-72fed25df2a4,KKBK,302089769113174,4,256687051,
2bff273d-c1ee-48dc-8c25-1dbcb8829ace,7a02ebde-f270-4062-822f-9df1671371dc,HDFC,4430978129158454,4,121403678,
2c23c49c-40c8-426c-bf07-4f2d98857d49,1660b6f8-025f-41dc-a8c6-29414f2d9bfc,CNRB,248417566904919,46,26220750,
2c689ed0-b3ee-48e6-9300-5dcfa7dbf74e,e3e2ecc2-25b9-40f5-a4bb-d8bd19ec2aec,HDFC,2684340380601647,46,-1800354,
2c851aa3-4abb-4ed4-a3c2-17ee69d718ea,b4b04254-63af-446c-963b-02ab8e0bdee0,HDFC,1595874318667272,4,188982534,
2c862ce5-68d9-4509-9aa0-73df033bad89,cee0a7f5-970f-4ed1-89ca-03011a8c0e84,UTIB,9766955771114972,4,338648387,
2c9d9861-f895-4862-a267-afd41c0d7d94,9b6671be-ccf4-44fd-999d-fe18a47d11e7,HDFC,8853895749882058,4,240009144,
2ccaab0b-daa2-451a-84f0-8063511b4db3,2750ad96-f434-40b1-92b3-dd69c5e2efe4,HDFC,2222891114365653,21,595133284,
2cf85b23-11e5-484c-bcdd-e00dc3d274b5,7d5de9cd-c739-44a8-87c4-5b60c491bec3,UTIB,9431532693909403,46,796678011,
2d52e550-f6d6-49ed-b29e-ba80f61c3efc,50c85945-8b29-42c1-8102-e6738c59f475,ICIC,4479892095517652,46,367826848,
2e1a6e2b-0b50-47cd-9b35-68637e4dd914,7a7e9d27-8a18-4741-95f6-cfe988d351fb,ICIC,5348250729118025,46,216454889,
