account_id,entity_id,account_number,program_id,available_balance,bank_code
390e861a-4655-4aac-becd-765a07787fb5,a48a6144-5b32-47be-9d18-48ac3502201a,8205310565073998,46,2244652.16,ICIC
0efaca19-38fe-4f83-8e37-7f3d4773e4b4,3ad91970-3162-4322-a3b1-330f98b1b7cb,3320296444247080,4,2355901.28,HDFC
950d2634-ecdb-4f24-8c93-7bd17094244a,7448f241-5c90-4631-8987-e51a54b1fff4,5106358876758892,4,7199947.55,HDFC
2b11957c-6f6b-437c-8fa0-51c43e5653a2,b2955357-a09f-4efa-9202-846c930df7db,2918500720538358,46,252646.86,UTIB
d03d9807-93d5-4689-8433-c24ffdd404d5,0b6bc44f-8b19-4eb5-a7e6-9e19bd39920a,2002735775613526,4,8694340.73,UTIB
691d6675-3e10-4f66-9328-0ddeba891770,a5c2cd68-09da-450f-bdd1-79d7e2c9713d,8393293202385751,4,5008750.3,HDFC
de54b577-544a-4c03-9f43-962f0a097676,6ec02595-9c35-47df-a487-dc1233cc650f,9183621458510922,21,9197687.89,CNRB
b94879b3-9f81-4a32-a027-dd785697ac86,166ed05b-735f-4d77-9222-c5dbdbd5d7fe,3549587378658923,4,1343609.36,RATN
71ace3d7-0213-4392-aa90-a7340f45a5b3,d2695a05-dfd2-41a6-84a0-237e0780c48e,5583863044719317,46,1206199.76,ICIC
63e787fe-d183-4718-af91-b698717858e9,6093138c-0b60-41f7-8b85-7906030cf5d0,6353761025322339,4,9657421.5,HDFC
0f997da5-5fa1-4cbc-a7a5-0349941a315a,d9c3e2fa-6aae-46e0-8d5c-42f10d1ae35f,7195710069463034,21,0.0,CNRB
7a52a733-3c13-472a-8f60-8a2be9a74b3c,985fa680-9090-4219-8932-9667ca484d43,8999584780057968,21,3144699.88,RATN
dc99a265-37c8-4079-8de1-b5eb59c9fd95,6030414a-2d52-47dc-8ace-f2a9dc717cfd,1963248369968187,21,7952906.92,CNRB
501e62f1-cecb-442e-88d3-69d5f8b94837,0cb1d279-6068-402e-990b-fe21157f7c57,876175680436818,46,6024252.95,CNRB
9e9b3c76-9543-4118-af0e-280319b6e7cd,10a90955-3058-4c1e-a02b-f60d09f6a3a8,7602352004214978,46,175600.62,ICIC
ad33f5e0-2377-47bb-a797-25ec45979408,90c7c1ce-e149-48e2-ab06-7ddcccc3bf24,7967929885409533,21,7712968.46,HDFC
ed1d8db1-5d63-4ae9-b8a4-5a65c0332131,67021618-d044-40eb-8900-e1952db6cfa6,4120550317112607,21,449818.02,CNRB
3fbd09f5-c70f-400e-86d7-9abbfbb6c8a5,437be9ef-b6d8-40b7-a773-2178ef7cc9e7,5764080664130812,4,8913670.84,SBIN
06c42872-d96c-410d-b67e-e2d91bf1a894,6c377997-bace-47cd-bb73-cc384de0edb9,9171323335612433,46,298397.7,TMBL
68cc4476-569c-4b97-9998-17c156746d50,284567b8-492f-4361-b4a6-09b17df05641,3595707540137250,4,-2624.97,TMBL
69944fb0-b819-48a7-a977-820b99dfac36,7c5adeab-50b7-4a1f-bf21-e9b26e63a39b,2057929225977723,4,4206496.56,KKBK
e2143816-1996-4aff-8b92-523c36982d0e,ed00f68d-6039-469d-bb2a-4e6c6b7bc28d,1255869221444666,46,3081198.61,ICIC
b7aeddd4-132d-4e44-a12c-288cf0c2fa19,32566233-08b3-42b1-a470-615b7abf1ed7,601256630196924,21,4092065.19,HDFC
26080f9f-a6b8-4212-a98c-0fb6c6d1cf27,cc987716-5799-414a-8354-33e5886ec307,9963940876204430,46,1648256.06,UTIB
4d0f4e2e-77ea-4f87-a6a0-5962ac43b53f,54535b9a-6452-48b7-a099-9ba0b7ad26d7,5542168594187697,46,-9137.85,SBIN
6a35b927-9928-4a96-8a9a-15dda3f38f5d,6d68a613-79c1-4136-aa9f-0c2eaf7531a9,6588943875912695,46,5161209.43,UTIB
b8ecc4c4-ae12-4637-a277-bcf4f69d2ea5,ae43f8c2-d590-4ae7-91fe-6c0b0cf6df28,6078920871267764,4,273735.97,ICIC
e80b4195-788b-4238-b447-42d388280739,2a07b4e4-0c9a-4642-ac90-106885dfee13,2611267384858767,21,-23294.11,UTIB
1f412935-4f34-450d-bf2a-1595b4520caf,46dba69b-caae-48f0-9b80-ffe7edc0dff1,1499396699615753,46,-30928.16,ICIC
efdf76a6-42d8-4969-a2b1-bc1bfa99b953,e19b5b6a-97ba-4f37-981c-de06aaf42efb,7686038954138019,4,1714055.72,AUBL
3805774e-fbc0-413d-8631-4f5306000e48,6ce92d07-39f1-481c-85c5-d2894f290e94,914158360572694,46,1803460.82,RATN
23792ba6-8c06-408a-84eb-130739d06813,37147c66-3dea-48c8-a3a8-4f0639f8018d,5954100716111404,21,919790.9,UTIB
5aa36ef2-b89a-46bf-840d-3d8d46fa0e5e,c009cff0-843e-4f12-80f9-6d6948c9be81,5233092063260996,4,5081481.76,ICIC
74eed7c3-106d-4081-a128-580aa8854146,70a01d0f-e89f-4fe5-81ec-fc3f70dbfcf3,4103313504764552,46,2280111.91,SBIN
a061a768-5448-4c45-bc62-4281d8b6040b,7d5de9cd-c739-44a8-87c4-5b60c491bec3,4030364100921434,4,5416133.53,CNRB
56a62284-b349-4b68-bd83-8368bc66328a,a0ada085-7fbe-405e-acc4-d8c577ff1a00,645758475713555,46,4069256.8,HDFC
4652d922-bc2d-4d26-bfd0-ee417a48cb12,10ff35f3-75e6-426e-b6d7-94477013592c,5277099816773116,4,4565862.94,HDFC
0ebc1720-d184-4319-be28-0a9dd375f3bd,33093c8b-dcec-432f-94a7-389e704736f1,3030475819109349,46,3592630.55,CNRB
1750a513-4836-4476-85e2-fbaf8b7b914b,f062c2c7-da9e-44ae-a7b3-72f14c275826,7244387432456648,21,8094850.8,HDFC
c392d24c-2e1c-4bdd-a6fd-5f6570258eb8,03a17ce1-9b5f-480c-92b0-59b1fc43eaa6,832975155261364,46,0.0,CNRB
e06f4ea4-62b5-44c8-bfe8-5a5e804548ff,6f4155c1-a9b7-481e-aaca-41b6a565d009,8550787587350298,46,4032277.47,ICIC
604c5649-68d4-4318-a699-a4994af94d51,d782b0c8-6ea6-40c2-9445-4ff78a1dfc32,6993230037666091,4,8754033.22,TMBL
a78dc517-d987-41f8-98a9-6d8bbfc362ed,13bb00f1-5cc4-442e-ba0e-0dbaa68fa441,1620773817478285,46,9708604.26,HDFC
74071c41-afd9-4886-96d0-9df77f115023,38a4ae0e-1781-46c0-b17d-361257156f5a,8026365289319875,4,3491600.04,UTIB
91524a66-aee2-4fbb-837c-ea9afb375367,381c06a5-99e6-4f42-8af3-60b0113d5af8,6160922677776375,46,0.0,UBIN
2d52e550-f6d6-49ed-b29e-ba80f61c3efc,50c85945-8b29-42c1-8102-e6738c59f475,4479892095517652,46,3678268.48,ICIC
0e2d42b7-2fcb-4b08-87cc-d1667f6331b0,437be9ef-b6d8-40b7-a773-2178ef7cc9e7,4841292911153274,4,2074888.36,SBIN
62a459c9-0767-455d-b996-8ef6cd4b80eb,975e9b47-8547-4f15-91e6-a538ab5cffcb,1348457700711844,21,-6569.68,ICIC
dd755a32-ff24-4b6a-b6bb-cc307d14a2a6,4f1b7328-8b7b-4b09-80b7-688b2e2bd4a3,3986676271452122,46,4815236.06,AUBL
634d7975-7b13-481f-9fd7-cd455927d24f,11924280-7aa6-4da9-97c4-ba48663733bd,5963821577150578,21,2164450.66,UBIN
35042072-84bc-4384-9e7f-301b0855432a,d85bcef4-b1b3-44f5-b8a5-8c6da0ed0cd7,3939136516157812,21,1889147.35,ICIC
055e0945-eac9-4557-a51f-8c83dc109c49,b7a5ddf7-ba87-4f44-b3b2-2297eedcfb17,3619733237831455,46,2705288.62,UTIB
befcceda-b8aa-485a-955e-e3897af81ddb,be4e55b6-96ca-4574-bb0c-fadbfbf20931,2277835184143969,4,9890622.13,CNRB
457bf23a-ea17-449f-b0c4-f060aa551f28,9293caa3-e795-4ff0-915b-2d387046fe78,5983501940986226,46,1678322.44,SBIN
fd6c5b52-ac63-497a-93a0-07c77371016c,a917d7c0-31e5-4bcf-b8a6-b034fd4a3124,664636253402579,46,5903778.59,SBIN
aa0a5b33-b8d5-4321-89d7-2c8e152d4037,325b5548-b79e-4ac4-b734-f668de0b4050,3853638501623338,21,9242930.32,TMBL
cce9b8e1-50cf-48cb-8679-13fc9046710d,ae26a48f-07d6-4ad5-9028-f9bcfa7f6381,9262952552438893,46,6485295.7,UTIB
8fc93022-f126-455c-9553-0c3fe562fc82,fe4886d5-c7ea-4cde-b6e9-251829f8e256,3134967215646984,46,8882856.56,ICIC
0143850d-fe0f-4640-8243-b1c7f33491e5,35fced9c-a260-4f44-ba40-f2f13ab725ab,3130219073040864,46,6349172.74,ICIC
59e5966d-aefe-4799-9a9a-5e967867d132,5bad639c-86ad-4b6e-ab6e-05178ee317b7,4890402548604099,21,9540414.57,HDFC
9d2b3dba-4f04-4a6e-9661-51b3dd6277e6,c86423ff-4f62-46de-b068-077e48d57fa8,4999882495217225,4,2771250.33,RATN
afddeb9c-02c4-4206-a662-8dc034dabdc2,f681dac3-8b6d-4d34-a806-bc939c1f11a3,9966994788191454,4,-49776.84,HDFC
a024959b-57a4-49e5-b0c9-9468e602c59a,29937b85-0d91-45de-b937-9372d72b093f,7088029012808500,46,4003551.57,SBIN
d1172486-6205-41dd-8569-b37099511dcc,bd0589a0-f05b-4e1c-9a60-96c715544447,9131135244262290,21,-7342.47,KKBK
5229f7e0-b3e8-4c01-9e83-e90c9973281d,2f1c1239-8cb8-4fee-9732-303bd0149c55,2666758706480132,21,9413103.24,HDFC
3bf2e67b-2cc3-4059-87b2-e59c74511e31,bc0ae307-6a8a-45c5-9c7f-8816e73a872e,5651803786996768,46,4009506.44,ICIC
a00d8daf-239f-49ab-92a6-d102f4fda33f,865b1ae1-186a-48cd-b849-fcfccfb97288,101697234766518,21,-42068.16,HDFC
e558c415-b5a2-4a2e-b68c-419a4af62543,b86be687-dd47-4bf4-bf28-66fcb0932362,3839440311200759,21,9111383.17,HDFC
91e3a3e1-9a67-4e1a-9dd8-b490a1cdfb7c,46dba69b-caae-48f0-9b80-ffe7edc0dff1,1153787945490947,46,7191723.54,TMBL
1089dadc-918f-44d3-9225-13a7e6fb41f7,84333611-5e86-4124-bf23-8c30c502ecc4,2591011634162628,21,-20624.64,HDFC
5b8aee27-2795-44bd-a142-6145d11609cf,e19b5b6a-97ba-4f37-981c-de06aaf42efb,3930219030181197,21,9244031.56,HDFC
c5cf3ddc-6ed8-48bd-bed9-2cfccd60e705,c27a6bf9-c2fc-46a9-a7b7-2ac4504c6e01,7711832957430687,4,874152.31,SBIN
7133aa52-211f-4506-b6b3-57f3addab2c6,03a17ce1-9b5f-480c-92b0-59b1fc43eaa6,5127252034284498,21,7295710.77,UTIB
fbe3ea32-3707-4db3-a7bd-b7781114c747,8b1472c9-27e5-4c05-939f-1b1810067b10,7878754996364305,4,6790833.51,AUBL
f48021b3-b24e-4fdc-a663-4a4a23b50946,c68a78ee-84e0-4b48-9a88-b22ee412455f,237408869663256,21,5078528.89,UTIB
e654fad7-732a-4b04-b834-587d39215915,a150d376-9e6d-40cb-957a-721c9651f10f,8909542729833404,21,1454213.13,HDFC
686d3e51-bafe-43a9-b367-a7c5fc455bfa,90c7c1ce-e149-48e2-ab06-7ddcccc3bf24,6621566722575468,46,-32510.66,HDFC
4cba32fb-90d2-4384-a894-e945684dfaae,d841ba5a-6436-439b-b28e-80c3506b3351,3113231923319189,46,3888376.53,RATN
7e75a696-19fb-4d0e-a6ce-3879d0262ebd,81b46001-2225-48b8-bbae-4a5dd769afcc,8968729049203107,4,3164174.82,HDFC
f7e1950e-6c5b-478a-8dc1-21339e3d273a,1690e0cb-886c-4f40-8799-9d79d9d914e9,118054650512335,4,9851621.51,SBIN
49836ea4-b7f9-41b4-9624-ef1e4493fd2f,f74abd65-2db2-4f2d-ab93-8781d7f66f98,5985581114935978,46,6579416.3,UTIB
b83fe644-3d23-447e-ba42-4fcc236175d1,fde871d8-3016-4e2c-aca5-f8d4ad1e1bcc,7909622620681279,21,3823126.9,UBIN
aa1ed953-8576-45c2-a953-c6a7606754a7,2d413543-51a1-43af-9fb3-fc40ab24af28,4328564562293559,46,856638.55,ICIC
3ee9a0ed-a264-4441-9a4a-f0b248dbc92e,3aaead20-8c39-4cf8-8105-c7d17052cae5,5395071992685835,4,-6433.84,ICIC
0ae519e1-9647-47c4-be42-1d6f67f1ee5c,06a67758-0534-4fe2-940b-7f1297ff8b38,566402895301112,46,0.0,HDFC
6022d73d-57e4-4e18-8ea8-fb9a60378fc3,203b2548-f288-461f-afc5-1f09f2648204,2488192104907733,4,370878.63,UBIN
ad261f78-08fe-4f7f-8046-aff840ffef64,bf2881c2-1b56-4f12-83cf-61a8492b5067,7512938703610075,21,9716827.59,SBIN
53497714-f7f4-4250-b6ee-4638f1fb51e3,dbf9b4cb-00f5-48d2-a295-10b67ec6f7bd,9831219012417928,21,7674164.92,SBIN
6dab9d8b-9604-4961-b487-d6d0c39ed282,4336bcb1-829c-406e-b36c-95ab817e949a,938359046737935,21,-16312.68,CNRB
a3788c5f-0d0b-4f0d-988b-029a2684743c,6d0517ef-e343-464e-ad4a-376cf4e5818f,4416861416820992,21,-47150.59,HDFC
7f758804-877a-496d-9521-2f2a5155ee7b,10ff35f3-75e6-426e-b6d7-94477013592c,3649056746079017,46,117016.35,ICIC
93c65463-aebf-4671-bee8-307b1dbbc953,eef2297b-cb4d-47ce-afe2-d4300b79d4bd,3039034535005605,21,9266367.97,SBIN
48c9158a-d817-45b3-ba44-72cddf935dd3,81243305-ef96-417f-84ed-9dfd18b99137,9399605039511059,46,-2313.01,HDFC
099ce20e-8b1b-4418-8130-37fadfbf9363,1e072d2b-4bf6-480f-bcbc-253a259fd1ec,4768581554651626,21,5781661.39,SBIN
af110f6e-1db4-4e24-b07e-bda2032f0e08,a70957de-e182-4d53-96d2-73591ab6be89,1338660020639208,46,0.0,KKBK
070a5824-ab5c-434b-b386-470c4d3ad8dd,203b2548-f288-461f-afc5-1f09f2648204,6653347357660693,21,4872552.54,ICIC
142318ca-d10b-4409-83f2-2a78ea0d5506,3ad91970-3162-4322-a3b1-330f98b1b7cb,1508608030378686,46,5283207.89,ICIC
fb97fce9-9cb4-4e78-aece-c8b73fc720e7,141c9010-5b4c-4c64-8aad-c2dada80762f,7554640438950912,21,6209295.7,SBIN
0619290f-13a3-4a22-a702-439a46f14574,e7793272-1c83-41ee-9e73-0f623eb70a3a,6423081458715465,46,2600658.11,KKBK
73d062f7-16bc-4397-a2b3-5fb01031618b,5a12f9d7-fb2f-49e0-b9b8-f8733502390d,6452428417794997,46,7744961.02,HDFC
06d5745a-8197-418d-aaaf-ed5df196d06b,869bcc24-1721-421d-be9c-e0ce4406ceab,7485628761317222,46,-15533.46,HDFC
f5a61257-35b2-452a-b5e8-366b725fd6ed,f7675449-df27-46f3-a785-0c569dfa43db,8061794776530437,21,5318999.86,HDFC
4ce5f7fa-6fda-4fd8-a9c8-60d7e8a55a19,80f0986a-f58a-4234-835f-e2e9097438b4,481628326791390,21,8082417.56,ICIC
35cbd0e1-fa1c-40da-bf3c-659fbdf26b5a,686d62ef-670a-42ca-9ba3-1887f5e29043,9898924109410729,46,5393009.65,HDFC
0601adce-ce54-455b-8140-08513f2dc1d5,bf2881c2-1b56-4f12-83cf-61a8492b5067,1068480414909667,46,1436911.36,SBIN
d57c11fe-b54d-4c2b-b3bb-b3c17780f0f3,4680ea25-e1ff-4e73-b060-b8f5d387c9ba,4126555546863242,46,7262130.28,ICIC
ae54e151-bb12-4800-a83c-0e7e9df46a97,a51668ab-6d4e-44d4-9097-40c9bf27dbaf,6713628793992770,4,4119707.81,SBIN
aa176bc8-d158-4108-986e-17aecbaa50b7,d9317a64-84cd-4646-890e-3217dfccc6af,7235651322403900,21,6195743.91,UTIB
9cb860dd-8ecf-49f1-98b6-45e4a03066e8,b3a8e92f-7116-48ea-a78a-70b373e98a63,9763842638573504,46,6754769.44,SBIN
5f964442-db4a-4158-975d-8255e708c52f,dbf9b4cb-00f5-48d2-a295-10b67ec6f7bd,1361853163987114,46,2369107.52,HDFC
1ed8db63-88de-4955-b6a8-a906043aa7fb,eb1a50c6-46d4-4b97-99ca-9a2536b1c8dd,9146697162211259,4,3989698.03,UTIB
311f6aa0-1e1a-4265-8e33-f281d0f1874d,34e0a29f-2d0e-4b24-8b07-9a9c8fdabbdf,38196750513622,21,3033440.19,HDFC
1eb095bd-50d3-4fda-82e9-95f810c685ed,2a6b0f17-fe16-48ba-bcfa-2094df378ee5,1949516384799658,21,-6398.83,UBIN
c9ae69c7-7998-488e-90e9-a5b8cb8f421f,1660b6f8-025f-41dc-a8c6-29414f2d9bfc,3254636021098189,46,787330.08,ICIC
90354882-932b-4230-81de-f35a336ae72a,54d58150-2cb2-4185-bae6-965d7acd1f99,4503947870411527,21,9645491.11,KKBK
8f459bcf-c3a1-43bc-9459-5a1c1c98227f,587bf9a5-c1a5-40ba-98b9-8b2a37493a7d,1192272204262904,21,6232665.01,SBIN
ec89ee2e-8b28-4857-b204-62d1619e6b01,c74b1fce-8224-4cc3-9b45-0f12594fe657,6278058494038796,46,841437.22,HDFC
80f48188-b9a9-4256-8800-0a3b7d4ccda8,e6c4d90a-c00c-47bc-aa31-412b37eb7f8b,7817080385446225,4,-47410.41,RATN
be94d7a5-e357-487b-92b5-d795f7b490c9,5fdfd2b6-d555-42a4-a80b-51609fbe9fa2,7056644490237380,46,7296089.18,UTIB
3932a813-1154-4f52-95f6-ab09708d9084,d841ba5a-6436-439b-b28e-80c3506b3351,6055738116492585,46,8223228.44,KKBK
8d5945bb-65e6-4155-9939-157b6760ff02,a96cea10-9cca-4041-ac26-c53279c9fcdb,160900176647429,4,1148596.52,HDFC
ad20011c-44d6-4323-a002-c44eb095f4c2,8db38ece-91b8-4dd3-8c1a-11e82a0f3b36,3673470807499118,21,5460726.54,KKBK
ddfd356f-eeb6-4115-ab31-31b9a4575b6f,81b46001-2225-48b8-bbae-4a5dd769afcc,3316421895896494,21,-742.99,SBIN
bfdcdc30-5dc4-4fac-9046-bd0076f5baff,7a74435c-bcf2-4c6b-9395-15eaf72003f2,9845996647859941,4,4691243.32,SBIN
b0964d56-3a48-4ac8-a6bf-f2305283ba40,bed0f952-170c-4409-8a67-4b856db365dc,6199524442242341,46,-11634.22,SBIN
a6d476e5-bb77-4acf-afc3-7b5eb301930b,30f07592-13dc-4087-b757-a8203dd84ce3,5573109197119167,4,4575987.9,UTIB
ddfa0c9f-075a-4b3a-ad37-ad341d736be4,216d2aac-50b2-4a3d-9750-0bba47297079,5830386402052969,21,3763083.25,SBIN
2b0fb783-356f-404c-a978-2c10dcd5354b,21dde28e-5db3-4da0-a498-64bd329d04c2,1755101416563319,21,326481.73,HDFC
8f269d53-f39e-441d-9528-52eb55728d19,17d39e72-b337-4dbb-ac64-f02f51c09690,7633130472480123,21,7908746.32,SBIN
1064ebda-2fb2-4492-8627-908ce1a8e7d9,1dad98dc-0ad7-40d5-95e1-9ed81b9d49b4,3812342868619308,46,461096.76,KKBK
409b93af-80d2-4949-854f-b47f4123183b,3bc5e11d-a242-4934-905f-989a9a674012,3633419051902963,4,-24637.1,ICIC
e421d29d-0fff-4991-9421-1dbb2738e0aa,a3f75d06-d26d-4d65-ada3-5ce0947ec40a,1738449191682034,21,-3203.76,UTIB
4dab0f07-d027-4f33-ac66-2af14c87aa3c,b4b04254-63af-446c-963b-02ab8e0bdee0,4005988407277187,46,1026760.7,UBIN
8948dd2a-4b0b-42b9-ab7a-ef33222bf554,88101ce7-73e7-423d-b6c5-a9f4f201cdc1,6343839643651741,4,8177343.36,ICIC
8503c9ff-4180-4ebe-9c66-a8a26b076248,37fdda80-42a5-4cbe-b24a-98385eddefcc,4371319093662547,46,3859807.61,SBIN
f5623493-a7ea-4d99-ac3b-aac24c1c5449,6f195771-66b3-4b54-8d82-0b4e3e88e8b6,6535185991554102,21,6122971.05,UTIB
14d4cf27-e481-45c3-90cd-13803d10fa4f,58c47863-0d80-45c4-b193-4da464635cbd,8727239212885704,21,514695.58,ICIC
bf0ebd56-7d5e-47f4-ae1c-b9ecda398ce1,402354e8-1c08-4006-b3a2-aa46a232d17e,3928842907702712,21,6392034.17,UTIB
aad018ca-2eee-4200-b134-b1d13b82d0e1,535be441-dabe-4e99-ab33-dcb6b90f6ba8,7407852537669046,4,4641306.79,SBIN
6286db3d-abf1-46b2-9be9-7b876d7acd40,4bd8c0d1-e839-4c3f-9d09-502d5ee09b04,5690274866514719,21,1138251.03,SBIN
932ed4da-7d30-4480-894c-e33632cec54e,a97d45b9-f4cf-4e26-9f70-a878107e1387,7036227989488141,21,6987976.91,ICIC
42d924ca-95ab-4bee-8da3-7ebda8080c05,b06492d1-24c6-4fbd-9a74-5097d173aebf,5240404613572390,46,-28879.12,HDFC
